"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1419113_at",-0.823228467732725,7.62064370900349,-5.04303137006093,5.42567002723865e-05,0.000115396737526171,1.57272301717436
"1433979_at",-0.782455195861338,6.57988532716918,-5.04277017568717,5.429011695108e-05,0.000115396737526171,1.57210906191478
"1435088_at",-0.807599121478694,7.18755552355951,-5.0425554435245,5.43176049683734e-05,0.000115396737526171,1.5716043165674
"1422669_at",-0.81483673820982,6.89783670040667,-5.03992471761723,5.46555130240285e-05,0.000115994290853068,1.56542038499358
"1425128_at",-0.93804369777567,6.44964801997615,-5.0385111117076,5.48379650149546e-05,0.000116261027278082,1.56209733356577
"1430005_a_at",1.3274446355776,6.55185181702345,5.03622174257996,5.51347604682391e-05,0.000116769378944109,1.55671534896489
"1417707_at",-0.906328281153586,8.00535123062112,-5.03436848559084,5.53762097106726e-05,0.000117159584181258,1.55235840212339
"1423569_at",1.52820478981194,6.06895889318098,5.03067604909281,5.5860472644656e-05,0.000118062175414092,1.54367707160445
"1417141_at",0.886629461759085,11.1108636591854,5.02985571105017,5.5968641165829e-05,0.000118168842378987,1.54174826931769
"1416165_at",0.832813927929628,8.35133758416379,5.02906347687029,5.6073305382096e-05,0.000118267898478406,1.5398855126218
"1418685_at",1.0193997076992,7.09350174447762,5.02792661988834,5.62238452034944e-05,0.000118426313363283,1.53721239797493
"1429055_at",1.41966857216009,5.43423122958465,5.02762341541808,5.62640639172238e-05,0.000118426313363283,1.53649945596282
"1450644_at",-0.915033194846323,10.084779783278,-5.02448322771135,5.66823137331969e-05,0.000119184166864053,1.52911547501822
"1437542_at",-0.801305472213495,7.39183485437924,-5.0153051821907,5.79229078137762e-05,0.000121667810464219,1.50753091256576
"1435020_at",-1.13951213984768,6.19659796126182,-5.01414047901988,5.80822949458344e-05,0.000121877602509292,1.50479150468944
"1455046_a_at",-1.21695354873902,6.61007935826057,-5.00534296533783,5.93006559845147e-05,0.000124306799852903,1.48409735863428
"1434468_at",-0.812143058553755,8.60037864010567,-5.00449772014363,5.94190679410073e-05,0.000124427659655606,1.48210890884318
"1434027_at",-0.762696983005236,6.29209538141606,-5.00075227231901,5.99466630908893e-05,0.000125404255372974,1.47329727125858
"1455092_at",-0.862884694441753,7.59536230244732,-4.99866563634666,6.02426483073088e-05,0.000125894840544253,1.46838789764786
"1418840_at",-1.63441243302021,9.78410806234473,-4.99766025217279,6.03857880004947e-05,0.000126065335193693,1.46602238409085
"1424508_at",-0.781393076554754,7.91548551080622,-4.9878927309847,6.17944757676465e-05,0.000128874833372851,1.4430383542358
"1453013_at",-0.835620059178916,8.58632609606146,-4.98003470248606,6.29518971362253e-05,0.000131155122416063,1.42454423093561
"1451962_at",-1.11854110734976,6.79513013617927,-4.97894866301556,6.31135790323237e-05,0.000131358343351828,1.42198797073704
"1417219_s_at",-1.03333501078098,10.3849755564457,-4.97780193064116,6.32847528319226e-05,0.000131580887106373,1.41928879431133
"1430291_at",0.805784353446201,7.21936907057847,4.97650360089359,6.34791231494309e-05,0.000131851160456424,1.41623271331789
"1460135_at",-0.760582665527571,7.08424535704143,-4.97493479080375,6.37147931387102e-05,0.000132079678362293,1.41253985464577
"1451199_at",-1.10314527012817,6.00784927791692,-4.97491264617189,6.37181260849345e-05,0.000132079678362293,1.41248772705173
"1450934_at",-0.755289317283657,10.6142614588105,-4.97153489714077,6.42285770454037e-05,0.000133003160555093,1.40453636922125
"1415871_at",1.191638310821,9.31356944206443,4.96976153740729,6.44982253986737e-05,0.000133426631935842,1.40036159523167
"1417300_at",2.1520722529029,8.16947249724158,4.96768056154504,6.48161102668352e-05,0.00013394893423459,1.39546245682945
"1446929_at",-1.18950816371024,6.55246556298724,-4.96381547406056,6.5410746644136e-05,0.000135041541458861,1.38636254079246
"1460283_at",1.06358359732389,7.72925946732317,4.9618552276836,6.57144344241051e-05,0.000135531884894831,1.3817470970027
"1453281_at",-0.830897820180127,9.19120494267469,-4.96055648114167,6.59164261655628e-05,0.000135811711053393,1.37868907227195
"1434924_at",-0.76795287217914,7.81327515730942,-4.95906292945783,6.61494927033171e-05,0.000136154935735069,1.37517226460418
"1452222_at",-0.944852686084122,7.11284813904709,-4.95833626166707,6.62631896163533e-05,0.000136252020415955,1.37346117161493
"1428551_at",-0.706871265378386,6.6405046601196,-4.95492946249789,6.67988722824832e-05,0.000137215737647468,1.36543882249997
"1433977_at",-1.22668363712352,5.81352117969842,-4.95207955488573,6.72503555715694e-05,0.000137924106176545,1.35872744127561
"1452960_at",-1.14723295806333,6.72180263494249,-4.9519031108301,6.7278409214047e-05,0.000137924106176545,1.35831191285723
"1448550_at",1.73895328037361,6.85349162770291,4.9491349757521,6.77200813759294e-05,0.000138690726657903,1.35179272998833
"1437756_at",-0.88368732568178,7.70301310979527,-4.94862825609721,6.78012486712003e-05,0.000138718239039579,1.35059932690377
"1435333_at",-0.778006209769519,6.13099741874089,-4.94801509149239,6.7899598186558e-05,0.00013878081545516,1.34915521417971
"1416735_at",0.811969459829077,8.83938247798625,4.9452219033098,6.83494462365525e-05,0.000139560982943629,1.34257654262972
"1450816_at",-0.789775504200444,7.10590083047098,-4.94372969365534,6.85910042213779e-05,0.00013983870714732,1.33906186581319
"1426483_at",-0.833329368632732,7.21264884622754,-4.94318642496166,6.86791625997497e-05,0.00013983870714732,1.33778225313079
"1424672_at",-0.849941570461134,6.50199051614843,-4.94311782686906,6.86903024366231e-05,0.00013983870714732,1.33762067655884
"1417074_at",2.2210738587547,6.96018475985565,4.94120526104119,6.90016266701968e-05,0.00014033300041764,1.33311571800269
"1434520_at",-0.790217655496456,5.3840160281033,-4.94018336162484,6.91685546426635e-05,0.00014053293641684,1.33070861613007
"1436590_at",1.17512300089078,6.72317143201671,4.93284764519318,7.03789066176249e-05,0.000142850347624277,1.31342786794094
"1452430_s_at",-1.13056867100558,7.44226253959533,-4.92857014111576,7.10945400914193e-05,0.000144160017927947,1.30335027435985
"1417894_at",1.0760993061764,6.76925980259634,4.92649677627124,7.14440624103322e-05,0.000144725459759011,1.29846524396183
"1450172_at",-0.945871055639358,6.24097417418925,-4.9174219140866,7.29944534891368e-05,0.000147720000736909,1.27708192003542
"1417114_at",-0.813467847761924,6.5364243104669,-4.91641276412793,7.31689511712196e-05,0.000147926961499169,1.27470382060264
"1420865_at",-0.667577771004968,7.44465437326633,-4.91181410035227,7.39694903056204e-05,0.000149348613375504,1.26386636110319
"1437658_a_at",-0.936183001343171,6.60890454447645,-4.91153711820098,7.40179895391293e-05,0.000149348613375504,1.26321358199172
"1448655_at",1.11786819433366,8.0525003748568,4.90819001493735,7.46066125461333e-05,0.000150388132376458,1.25532502906716
"1428479_at",-0.94340668416798,8.41766296567921,-4.90553376357953,7.5077110376419e-05,0.00015116129829108,1.24906436932612
"1455597_at",-0.885834059637217,6.21073754129671,-4.90519239474272,7.5137793779453e-05,0.00015116129829108,1.24825975810599
"1416254_a_at",-0.93405949558069,7.23562193682883,-4.9040581588311,7.53397776456864e-05,0.000151418905415472,1.24558631379923
"1438487_s_at",-0.995686793514949,6.69757867616565,-4.89646519525407,7.67061453243511e-05,0.000153937704978711,1.2276880222116
"1417953_at",-0.847557363026144,7.04113204981772,-4.89626032250658,7.6743357804328e-05,0.000153937704978711,1.22720505982657
"1416892_s_at",-0.774152794890698,10.6709262278516,-4.89456110193193,7.7052703776682e-05,0.00015440698369339,1.2231992911348
"1455555_at",-0.951235836750914,6.41794948819311,-4.88907976596655,7.80592122614306e-05,0.000156147569293202,1.21027672523485
"1450446_a_at",1.29694619455284,7.39995830322279,4.88900093231107,7.80737846466008e-05,0.000156147569293202,1.21009086170152
"1439825_at",1.44097396769448,9.07783188743354,4.88600484798638,7.86296541397054e-05,0.000157105884564016,1.20302691121023
"1421844_at",1.15344576978889,7.54317564800664,4.88284368594382,7.92204907706776e-05,0.000158132129725485,1.19557337320617
"1418401_a_at",0.89903406748564,8.25075242588868,4.87826443876219,8.00843461628779e-05,0.000159700818833081,1.18477552200566
"1434238_at",-0.757659529448756,7.30897742219857,-4.875916715975,8.05309212514221e-05,0.000160435142726569,1.17923928707618
"1418895_at",0.667344280942359,10.1393133880686,4.87491264308652,8.07226801767345e-05,0.000160660883383821,1.17687148886776
"1424556_at",0.876498621941903,6.12315031958689,4.87428151105515,8.08434506936272e-05,0.00016074503594228,1.17538313780033
"1448383_at",1.09973023811751,6.41914155082711,4.87321834926154,8.10473056618223e-05,0.000160862581550683,1.17287592942642
"1418275_a_at",-0.784282508788449,6.13187611269771,-4.87315400356385,8.1059660234524e-05,0.000160862581550683,1.17272418438513
"1420831_at",0.776012008389791,8.0981216742479,4.87106586917291,8.14616237061788e-05,0.000161503780590759,1.16779969830767
"1416250_at",-0.933282741574619,9.04740876710658,-4.86767794491632,8.21180873239171e-05,0.000162647817059364,1.15980954547942
"1427318_s_at",1.30627045390104,5.60200372399121,4.86598999099593,8.24471485370093e-05,0.000163141797298353,1.15582847911076
"1427269_at",-0.849087295838312,6.99661656938445,-4.8623832401414,8.31547476075391e-05,0.000164383130405637,1.14732154576561
"1438687_at",-0.840717836047844,6.29408166464375,-4.86017659353981,8.35906877691047e-05,0.000165085562730112,1.14211668196706
"1422701_at",-0.886650905832852,7.56980760937658,-4.85855141465756,8.39132312085541e-05,0.000165562907047321,1.13828322445681
"1416106_at",-0.876543884530872,7.14283108583527,-4.85535929971416,8.4550425978476e-05,0.000166659549955649,1.13075341262586
"1460271_at",1.44857874707514,8.91479591779648,4.85371972946255,8.48796081745879e-05,0.00016714753609765,1.12688572218292
"1426700_a_at",-0.872779025849325,7.21210015797009,-4.85171418526395,8.52840302905302e-05,0.000167676560817234,1.12215458033169
"1448689_at",-0.768835372836244,8.01183044238743,-4.85157583714942,8.53120001814249e-05,0.000167676560817234,1.12182820746748
"1448620_at",1.26564781946248,10.0521835192935,4.84670748596291,8.63021627745015e-05,0.000169427157084416,1.11034299335466
"1434447_at",1.3404934676169,4.78336345223553,4.84638510041985,8.63681406231103e-05,0.000169427157084416,1.10958240499457
"1452717_at",1.02514085489748,8.47586926114782,4.84550411166529,8.6548699599587e-05,0.00016961888687077,1.10750391287408
"1440226_at",-0.801020421170607,6.78526984328063,-4.84399543350358,8.68587902848044e-05,0.000170063864725888,1.10394446736232
"1437121_at",-0.858078049808888,8.34906587419392,-4.84168921730352,8.73349769326904e-05,0.000170832887066046,1.09850322529142
"1437179_at",-0.853235547276562,6.73049947999213,-4.84039218432787,8.76039461147638e-05,0.000171195497750989,1.09544294930718
"1428560_at",-0.730515281682123,6.52820672540646,-4.8336612927718,8.90132528799255e-05,0.000173783738701704,1.07956085931679
"1442135_at",-0.872894920695458,5.65051486793426,-4.83304323815416,8.91438034857057e-05,0.000173872866227357,1.07810243111753
"1427886_at",-0.952057552746339,10.0996279715398,-4.83179656425642,8.94077253070096e-05,0.00017422171401404,1.07516060575645
"1420952_at",-0.897406809822435,9.7817895305429,-4.83113136944996,8.95488704637901e-05,0.000174330880902892,1.07359089791652
"1423097_s_at",-0.906146739875472,7.40602234241041,-4.82759763360821,9.03024643386721e-05,0.000175631003766002,1.06525183841085
"1440866_at",1.1162407584764,3.73021559694416,4.82426864832246,9.10182551092247e-05,0.000176855205373522,1.05739557597192
"1437278_a_at",-0.755313816219108,8.97042342951138,-4.8209128157867,9.17456213796321e-05,0.000178099556953068,1.0494755838112
"1438809_at",-0.853245110306705,6.46877146897476,-4.81884345101747,9.21970742836597e-05,0.000178806447095582,1.04459155848571
"1436780_at",-1.2095756109656,6.32581166894425,-4.81664164037802,9.26798864267998e-05,0.000179572760077659,1.03939478695354
"1437773_x_at",-0.896646639840233,10.5872790237849,-4.81525713171613,9.29847882223468e-05,0.000179993238449307,1.0361269526778
"1418637_at",-0.856783046125603,6.94786589875069,-4.81318888011244,9.34421552360973e-05,0.000180707775187467,1.03124517555455
"1454799_at",1.31312723168879,6.34532849141983,4.81270291467885,9.35499495213679e-05,0.000180745562848831,1.03009811196077
"1431050_at",-1.050049495499,4.57134736410043,-4.8106291019188,9.40113654117375e-05,0.000181465858966294,1.02520303889596
"1450009_at",2.90607407172643,8.96104296856297,4.80950016434306,9.42635157150044e-05,0.000181781243111421,1.02253821240423
"1424288_at",-0.684369811286823,8.73415515869067,-4.80906845434335,9.43601194267082e-05,0.000181796354267073,1.02151916199658
"1422576_at",1.22879081296457,8.91491293567299,4.80623383100395,9.49969118594161e-05,0.000182851198766996,1.01482789442601
"1456126_at",-0.998243845359977,7.93437799111445,-4.80457552323619,9.53714582151307e-05,0.000183399761901021,1.01091326059062
"1454897_at",-1.33456429661355,6.37963582845718,-4.80194285276893,9.5969141036587e-05,0.00018437598578136,1.00469835109182
"1417171_at",-1.85259672892865,7.9450730330327,-4.79822579115704,9.68194559274386e-05,0.000185835281855102,0.995923169562244
"1424903_at",-0.894580917398152,6.6087904566587,-4.79555117379587,9.74360054404117e-05,0.000186843575975621,0.989608712778915
"1460009_at",-0.858113283657643,5.43508147639558,-4.79496489563032,9.75716825854356e-05,0.000186928723980329,0.988224550010693
"1422486_a_at",-1.07319760757934,8.78835707874687,-4.79302985077256,9.80208485140786e-05,0.000187613736221339,0.983655967406107
"1415840_at",-0.774955817899558,9.40803184757392,-4.7910503887412,9.84824855371694e-05,0.00018830410639172,0.978982400792124
"1427417_at",-0.717965128502822,5.95003212752533,-4.79069571999865,9.85654306894157e-05,0.00018830410639172,0.978145005343838
"1424828_a_at",-0.761928177237301,8.9295363237726,-4.78705847551665,9.94201430390651e-05,0.000189701965230731,0.969557024238004
"1454795_at",-0.995017107617178,5.47702163850534,-4.78679486702168,9.94823782508816e-05,0.000189701965230731,0.968934596993017
"1452901_at",-0.918997805512028,8.37392592466018,-4.78489786666368,9.99314019992728e-05,0.00019038094073908,0.964455376495121
"1435137_s_at",-1.58492139181411,10.8716807583887,-4.78254910676122,0.000100490195044363,0.000191104331372589,0.958909310116604
"1425981_a_at",-0.896286921651155,7.95217307798971,-4.78251749714159,0.000100497736761855,0.000191104331372589,0.95883467004032
"1448747_at",-1.04163051092887,5.54116700594471,-4.77899372799377,0.000101342063721162,0.000192531119203098,0.950513781644085
"1433514_at",-0.785145598478636,9.04422019843116,-4.77692595821344,0.000101840851199544,0.000193171194742029,0.945630866385419
"1434108_at",-0.960303657171224,7.80487375030725,-4.77681526576713,0.000101867622227242,0.000193171194742029,0.945369469325121
"1455735_at",-0.963421064929302,7.3590937428191,-4.76841187530909,0.000103920871378929,0.000196882464925113,0.925524094924207
"1452521_a_at",1.16721291351092,8.57414860222165,4.76703089443799,0.000104262270051155,0.000197346699690171,0.92226259445928
"1416443_a_at",-0.690832862496121,7.60434029321259,-4.76259849932216,0.000105365691229895,0.000199251094772691,0.911794132864119
"1457566_at",-0.779924440171535,7.1380284315205,-4.76094290713382,0.00010578085967868,0.000199724355703701,0.90788380719658
"1425638_at",0.703671139017002,5.49621065772525,4.76082297427352,0.000105810998993416,0.000199724355703701,0.907600536181009
"1460197_a_at",2.84055597958109,6.69963599742808,4.76009566495886,0.000105993958734373,0.000199885476508283,0.905882686395025
"1418797_at",2.15029072412691,7.7204587606116,4.75872057125948,0.00010634074630978,0.000200354966368381,0.902634780087183
"1438640_x_at",0.754158353103964,10.1449337286615,4.75754706631405,0.000106637600483349,0.000200729600909834,0.899862977091246
"1460672_at",-1.27569952920262,6.11513361105554,-4.75618756061246,0.000106982552164402,0.000201194000764641,0.896651797203138
"1422508_at",0.929765491784211,8.06636174457944,4.75452758305804,0.000107405271211047,0.00020180366554149,0.892730830733954
"1455518_at",-1.10669332352867,7.93075522560114,-4.75353981910194,0.000107657608428055,0.000202092375857615,0.890397638808529
"1450912_at",-2.10280670294146,8.64246270833693,-4.75153669503015,0.000108171171419218,0.00020278739595406,0.885665992203188
"1433833_at",0.889173830850106,7.41910099795277,4.75132383234022,0.000108225890516498,0.00020278739595406,0.88516317598183
"1433878_at",-0.922010293373409,7.64450238597659,-4.75023499263033,0.000108506228072915,0.000203126832809259,0.882591141568309
"1427860_at",-1.6506933842066,7.14485334862766,-4.74654288734239,0.000109462281842595,0.000204654257567538,0.873869501192852
"1417694_at",0.785920592211752,5.75857709825441,4.74631332854361,0.000109522005026378,0.000204654257567538,0.873327216647841
"1451905_a_at",1.71763064874263,5.43660313270567,4.74116369877223,0.000110870436896595,0.000206889550277846,0.861161947067072
"1456253_s_at",-0.779517125297811,6.99379470376411,-4.74097457599901,0.000110920276467322,0.000206889550277846,0.860715158740858
"1422760_at",2.12757771607101,7.61829892825483,4.73489793089727,0.000112533747757323,0.000209708021298451,0.84635907361537
"1452301_at",0.760858478788363,7.62482796799024,4.73266262948791,0.000113133205937355,0.000210396401571448,0.841077944226932
"1421840_at",-1.32631611497616,8.53720292717579,-4.73246505227505,0.000113186346503139,0.000210396401571448,0.840611141979088
"1437862_at",-1.08506361887222,7.56890044472847,-4.73202332932325,0.000113305243873408,0.000210396401571448,0.839567509817225
"1438069_a_at",-1.1621643728723,5.44103388111737,-4.73199052925389,0.000113314077604154,0.000210396401571448,0.839490014886827
"1452139_at",-0.880881919843034,6.08928711133507,-4.72885202306138,0.00011416256431592,0.00021177982945562,0.832074719673473
"1429612_at",-0.887273014336222,8.1377848844114,-4.7258798075329,0.000114972004556878,0.000212985327297679,0.825052102739306
"1451649_a_at",-0.815206312626315,6.8424184661839,-4.72570278476819,0.000115020396480094,0.000212985327297679,0.824633834823456
"1453064_at",-0.824167078362192,5.44635862040064,-4.72523502822741,0.00011514836391616,0.000213029674164675,0.823528620060597
"1428700_at",1.42982581449039,7.23499938465871,4.72267323622348,0.000115851763325797,0.000214137555316998,0.817475530438239
"1448605_at",1.10181097466133,5.16978674831706,4.72074558718514,0.000116383901058818,0.000214927168050911,0.812920716279163
"1419158_a_at",-0.690919640123209,6.76424456291111,-4.71885523056732,0.00011690813892732,0.000215700782453289,0.808453937919304
"1422041_at",1.3609073121449,9.16269923504773,4.71635245517119,0.000117605881073331,0.000216792839278292,0.802539933907507
"1420878_a_at",0.763109877669303,8.58124565179382,4.71572728948555,0.0001177808241654,0.000216920079038434,0.801062659131915
"1423746_at",-0.928763419749945,8.35179989215386,-4.7133542250754,0.000118447283097284,0.000217951514630042,0.795454997896327
"1419254_at",1.3475283883223,9.04825121481078,4.70972317370479,0.000119474410665066,0.000219644158924646,0.786874416581205
"1452952_at",0.777237544641171,7.90433904202187,4.70825316468326,0.000119892787714712,0.000220215631605138,0.783400539446284
"1418206_at",1.36703751621698,7.84378843814841,4.70068391047589,0.000122070573277986,0.000224014815477881,0.765512401421039
"1452261_at",-0.689900317852718,5.97326075462152,-4.696903307284,0.000123173205734924,0.000225835922421776,0.756577397204656
"1415794_a_at",-0.831528902795824,7.87072157603539,-4.69623657380446,0.000123368701413113,0.000225992039797902,0.755001622129869
"1454945_at",-0.898625682495775,5.91084992757499,-4.68859374361657,0.00012563216636774,0.00022993268697152,0.736937729148592
"1436059_at",-0.72492911087069,7.69875222004473,-4.67686083740322,0.000129188700587844,0.0002362307667892,0.709204728273932
"1438630_x_at",-0.784254360409088,8.72823167343567,-4.67503472000881,0.000129751300623849,0.000237046799347917,0.704888117415932
"1430527_a_at",-0.75532477111277,9.96489954969315,-4.67466191582577,0.00012986645940838,0.000237046799347917,0.704006868487742
"1424745_at",-0.719395031737644,6.57385764660748,-4.67260407685492,0.000130503980273509,0.000237998354051778,0.699142424807444
"1417793_at",1.54978680346876,8.92252536990013,4.67188681584974,0.000130726929310261,0.000238192839170297,0.697446902481135
"1452798_s_at",-0.79973318876331,6.81301362368994,-4.66857330511961,0.000131761875551657,0.000239865174337594,0.689614028682582
"1421947_at",0.982677353395391,8.00118085132314,4.66742866116646,0.000132121311438136,0.000240195013789862,0.686908138105054
"1454814_s_at",-0.833299167562831,6.60438504518216,-4.66724960487436,0.00013217762721737,0.000240195013789862,0.686484854472103
"1417928_at",-0.931462005491555,7.21256639711221,-4.66584824460556,0.000132619211785129,0.000240783817141794,0.683172062576166
"1456393_at",-1.3817533478716,8.40754606337599,-4.66429567924369,0.000133110179559378,0.000241436057980512,0.679501785717333
"1421000_at",-0.767551907929773,6.36892252519519,-4.66396738277747,0.00013321423120995,0.000241436057980512,0.678725685088606
"1456698_s_at",-1.18218802698213,7.62654304621335,-4.65819541786615,0.000135057073273267,0.000244559580958134,0.665080333116782
"1419722_at",-1.08006036412351,8.24747453830786,-4.65203807613072,0.000137051294708591,0.00024788630306176,0.650523332946892
"1436078_at",-0.752706317309766,7.31140497428338,-4.65177756684157,0.00013713631902782,0.00024788630306176,0.649907431769377
"1454714_x_at",-0.727212279468407,7.92912780152996,-4.65101232203622,0.000137386385131233,0.000248119326938946,0.648098218954667
"1434681_at",-0.687419188285029,6.72759178067689,-4.64954033473149,0.000137868692947849,0.000248770998376382,0.644618080990565
"1424342_at",-0.879731064318955,6.72373627925582,-4.64458549011417,0.000139504760072734,0.000251501539286055,0.632903378109524
"1459861_s_at",-0.724030618494942,7.56464384545805,-4.64014574694643,0.000140987357518469,0.00025395084274215,0.622406221703048
"1424200_s_at",-0.724389592185995,6.93062226237427,-4.63856528567771,0.000141518956550136,0.00025468437874752,0.618669372963619
"1428688_at",-0.683041771720511,5.91286986731119,-4.63586962271067,0.000142430325917107,0.000256099479787739,0.612295657120633
"1416414_at",1.02137242712064,6.58538231384635,4.63273603264715,0.00014349718866578,0.000257791440690805,0.604886367658095
"1428669_at",-0.761184092560832,7.09894711259195,-4.62489904313606,0.000146200755914756,0.000262418184148484,0.586355454070491
"1452438_s_at",-0.98720757640797,6.70288319385625,-4.62346918227319,0.000146699530131508,0.000263082870148274,0.582974400187749
"1430700_a_at",1.09512143837191,10.4145870309015,4.60945090671046,0.000151681194250165,0.000271687651916595,0.549825463864547
"1418778_at",1.316079798575,7.62138417002469,4.60922453030914,0.000151763024312785,0.000271687651916595,0.549290134847967
"1433946_at",-0.975877319334803,5.2470984322427,-4.60739676413925,0.000152425352219492,0.000272635040476437,0.544967861156612
"1426966_at",-0.796784660538563,7.67578336991011,-4.60599613452538,0.000152934868178571,0.000273268176555066,0.541655649873243
"1416871_at",1.22956584684889,8.49130277401335,4.60569074108644,0.000153046190678057,0.000273268176555066,0.540933452262695
"1420609_at",-0.840784240033969,9.6592874718949,-4.60506194817197,0.000153275656333021,0.000273439498405946,0.539446473171403
"1425454_a_at",-0.993832410427423,6.25456403558135,-4.60414323566525,0.000153611545567947,0.000273800213510143,0.537273880573133
"1455246_at",-0.725868742000658,7.50088637211348,-4.60176319947572,0.000154485159190002,0.000275117918279238,0.531645476585426
"1429352_at",1.18713451726406,7.3815534058798,4.59999183192785,0.000155138601770681,0.000275847595643231,0.527456440212898
"1416382_at",1.4232386010166,10.7045411556974,4.59992239644956,0.000155164272549317,0.000275847595643231,0.527292234405372
"1451141_at",-0.844636641574367,5.99433847302065,-4.59671859024019,0.000156353405771523,0.000277720533408567,0.519715602838526
"1451716_at",1.13426789744001,6.87845968726267,4.59034787502028,0.000158745314767737,0.000281724787386764,0.504649319327802
"1440208_at",-0.938759291672905,7.28920444147858,-4.58976209353426,0.00015896708985584,0.000281874112575551,0.503263970434785
"1437223_s_at",0.7736108057985,10.6182113442364,4.58919303324512,0.000159182833075861,0.000282012493200141,0.501918163702676
"1417932_at",1.27225613487397,7.57345515949201,4.58784119347883,0.000159696527892881,0.000282678037272792,0.498721101346527
"1434920_a_at",-1.20277659411174,9.61227986003024,-4.58727455249606,0.000159912345793814,0.0002828156167407,0.497381007151974
"1456328_at",-1.73281031027342,9.44632936098303,-4.58203671381136,0.000161921248942112,0.000286121413143611,0.484993505693777
"1435152_at",-0.847847355778014,7.7004370012412,-4.58067416378776,0.000162447988547528,0.000286615768964898,0.481771036830065
"1423272_at",-0.735373267802956,7.3447230567551,-4.58058914641065,0.000162480911996214,0.000286615768964898,0.481569967899574
"1418131_at",1.28350273308854,10.36735315573,4.57692962958988,0.000163904466000605,0.000288878094982133,0.472915038875074
"1424706_at",-1.08070946354163,5.95241637338493,-4.57606401506853,0.000164243022653332,0.00028922589027861,0.470867806025642
"1452713_a_at",-0.781725911663585,8.2944787793321,-4.57252232676817,0.000165635585878546,0.00029142756003373,0.462491437263701
"1430417_s_at",-0.729163779713408,7.00918724608256,-4.57208692919823,0.000165807599032879,0.000291479796411448,0.461461682379224
"1427160_at",-0.764744561185269,7.16950138761857,-4.57072535187233,0.000166346680624081,0.00029217667402926,0.458241420249597
"1455121_at",-0.816714245383774,6.77175832106896,-4.55951975243369,0.000170850786586065,0.000299830686313849,0.431738678455976
"1423131_at",-0.87780291254991,6.49692894178369,-4.55800963457856,0.000171467093872265,0.000300654630351369,0.428166996340816
"1416289_at",1.06455651172026,5.96610880221144,4.55706083082824,0.000171855462354131,0.000301077833106297,0.425922910643307
"1423350_at",-0.975960634907176,6.36293065547681,-4.55393473010763,0.000173141325589834,0.000303071311801692,0.418529110030147
"1419272_at",0.882748370910448,9.22547662797303,4.54960889208288,0.000174936662476973,0.000305952420796618,0.408297642021835
"1430131_at",-0.848985758078044,6.53772791727105,-4.54731861229505,0.000175894761195047,0.000307148472155672,0.402880644867369
"1439441_x_at",-0.753918635758449,6.48881680273564,-4.54725728888721,0.00017592048722588,0.000307148472155672,0.40273560174685
"1424748_at",-0.662214053876612,6.97376474636326,-4.54672831622262,0.000176142555922584,0.000307274237248255,0.401484466455337
"1443771_x_at",-1.24412021617808,5.2827812265286,-4.54318179441961,0.00017763872821602,0.000309620523733115,0.39309614742321
"1426554_a_at",0.702041446485731,9.11690358182507,4.54181522165504,0.000178218651611988,0.000310367175596387,0.389863885913849
"1449838_at",-0.860407095477086,3.37986341938248,-4.54123691263575,0.000178464637996286,0.000310531502647743,0.388496049313099
"1436184_at",-0.637629718265389,7.37800745387133,-4.53685525440031,0.000180339528821768,0.000313527466067047,0.378132369613692
"1420515_a_at",-0.687900946015063,6.44954735072427,-4.53624956116557,0.000180600256368669,0.000313714440240063,0.376699755124299
"1424831_at",1.16573881714119,6.74660364585029,4.53299906649935,0.000182005960697076,0.000315634810577705,0.369011516809702
"1450444_a_at",0.943478821436135,6.56019758708032,4.53298050526576,0.000182014019185679,0.000315634810577705,0.368967614758053
"1427720_a_at",-0.725501496895525,9.47444758667553,-4.52808544510462,0.000184151821327299,0.00031907185285813,0.357389528731167
"1433771_at",-0.841560861848675,8.49915304452621,-4.52515354604442,0.000185444334741482,0.000321039727430731,0.350454811793061
"1434746_at",-0.820392197208237,5.99087952951069,-4.5234199741107,0.000186212860120877,0.000322081871286535,0.34635445151337
"1430075_at",-0.92839199770485,6.32021050634766,-4.52308698161011,0.000186360848376242,0.000322081871286535,0.345566835105845
"1433640_at",-1.0291183500093,6.51403477161202,-4.52156939024796,0.000187036794508795,0.00032297753385667,0.341977324347186
"1416915_at",-1.01088035733696,6.04819438570617,-4.51797150049621,0.000188649189807369,0.00032548739740985,0.333467345679127
"1435829_at",-0.803210165685664,5.79134041960192,-4.51654529002975,0.000189292208868114,0.000326321922358499,0.330093973004095
"1442018_at",-1.16968481522207,6.46172126401686,-4.51538864275951,0.000189815311400506,0.000326948492639391,0.327358190137288
"1438635_x_at",-0.828698378217737,5.77440477018343,-4.51424922670645,0.000190332042397194,0.000327563044394499,0.324663164026114
"1455486_at",-0.714819586591215,5.90997806353107,-4.50323561678834,0.000195400271850259,0.000336003154281553,0.298613057391981
"1424873_at",-0.756029902439259,7.94050582966652,-4.5001018084401,0.000196867029182336,0.000338241338729382,0.291200800021571
"1435543_at",-0.745773312252727,6.29209165496931,-4.4997080055609,0.000197052127121389,0.000338275571118697,0.290269356947574
"1422432_at",1.1405893404891,8.11868068609478,4.49575665300702,0.000198919082204493,0.000341194539660638,0.280923431344313
