"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1434513_at",-1.00175292670436,7.81204949126841,-6.53458232041106,1.79849174048292e-06,8.74895744538959e-06,4.98466054672251
"1436919_at",-0.884465003007792,6.99712267809561,-6.52926517385513,1.81963434067291e-06,8.83083206089603e-06,4.97292472685476
"1428572_at",1.70979978120309,8.2070520468098,6.52646593632578,1.8308673048084e-06,8.85541543598927e-06,4.96674492897975
"1428467_at",-1.59139370832849,7.23778962909774,-6.52585019514294,1.83334772698215e-06,8.85541543598927e-06,4.9653854432716
"1454713_s_at",2.60458604016901,8.60876994487017,6.5203276372476,1.85574932119413e-06,8.94252849366019e-06,4.95319015608699
"1417364_at",-0.84056677462273,11.3573447437438,-6.51693781844085,1.86963867966298e-06,8.98830989659576e-06,4.94570264467802
"1454650_at",-0.934960224138848,7.74390971490694,-6.50923038773499,1.90161740429867e-06,9.1206380421632e-06,4.92867296389784
"1429570_at",1.61131030546174,6.0816177525001,6.5069755080188,1.91107881489783e-06,9.14460143203449e-06,4.92368937634125
"1434306_at",-1.00986560329391,6.39897286245529,-6.50203684164452,1.93197047561252e-06,9.22301989290079e-06,4.9127720504821
"1453851_a_at",0.848276987479649,6.97341165277889,6.50079159584821,1.93727504788951e-06,9.22683557692493e-06,4.9100188543334
"1448886_at",-1.03360329022506,6.25981706160277,-6.49649555101492,1.95569060945445e-06,9.29293356882302e-06,4.90051896690301
"1452868_at",-1.12410346216959,7.49105865691253,-6.4936064109633,1.9681762367225e-06,9.33061327038817e-06,4.89412889386578
"1460651_at",-1.21882946860949,9.58083107051167,-6.48867232785792,1.98968870337128e-06,9.41081400578379e-06,4.88321351174133
"1422714_at",-0.787954002515397,7.26710005453379,-6.47195093231401,2.06440499172429e-06,9.74170834804457e-06,4.84619932898008
"1454788_at",-1.29984308285064,9.27729537237822,-6.46287112960669,2.1061763915473e-06,9.91597528710085e-06,4.82608596229545
"1448221_at",-1.02005816781548,9.97421340316596,-6.46112360910269,2.11431481597386e-06,9.93146041998729e-06,4.82221372853696
"1436222_at",-0.870400930984916,6.40192874148089,-6.45904984823832,2.1240144607917e-06,9.95419134027783e-06,4.81761810843185
"1426111_x_at",-0.738859593340798,9.36294757027657,-6.45583396092854,2.13914658366446e-06,9.99483840731033e-06,4.81049039668988
"1429201_at",-1.00075399395668,7.17567395125005,-6.45513538646771,2.14244827187951e-06,9.99483840731033e-06,4.80894190370334
"1436925_at",-0.759612092303477,8.39153401920166,-6.45182234808424,2.15817810278722e-06,1.00453380784278e-05,4.80159724901088
"1449738_s_at",-1.27892278850965,6.79879146886973,-6.44651544421114,2.18362185217502e-06,1.01079673306655e-05,4.78982959198765
"1416775_at",-0.867425599270247,6.9735120396319,-6.4460428610763,2.18590250538783e-06,1.01079673306655e-05,4.78878150679883
"1416654_at",1.0113280447058,7.65714087505517,6.44593151716036,2.1864401989672e-06,1.01079673306655e-05,4.78853456654903
"1428911_at",-0.917160781490155,5.93398358039391,-6.44471690766975,2.1923145199535e-06,1.01122976055513e-05,4.78584068797368
"1449098_a_at",-0.92432619009659,6.80674932588237,-6.44342963452431,2.19855794601609e-06,1.0118307131328e-05,4.78298545104703
"1428694_at",-1.03888190434926,7.55759766648438,-6.43791943478765,2.22548990523454e-06,1.02192899684312e-05,4.7707612495598
"1420641_a_at",1.37836459345019,8.55133144071818,6.4318022974873,2.25578509314796e-06,1.03352301359441e-05,4.75718621304718
"1419657_a_at",-1.12683146125154,8.10006076544291,-6.420474024451,2.31301056015434e-06,1.05737625607056e-05,4.73203461651915
"1434573_at",-1.2394420844263,7.62192639979817,-6.41715945182604,2.33003435146405e-06,1.06278626988828e-05,4.72467246847616
"1454857_at",-0.92169543553724,7.02560857245372,-6.41281523908919,2.35254121630829e-06,1.07066764688875e-05,4.71502130754521
"1454882_at",-1.15589480360809,6.54759023341264,-6.40305075111328,2.40394743759483e-06,1.09163732864616e-05,4.69331998573757
"1444003_at",-1.18543938680995,7.79358669288543,-6.39995527424862,2.42048331215927e-06,1.09671456267747e-05,4.68643794274485
"1439464_s_at",-1.14790055339655,8.15960261139497,-6.39720034019306,2.43529812920951e-06,1.09974148104427e-05,4.68031203312599
"1454987_a_at",-0.960131836887368,7.22240883977109,-6.39671763224784,2.43790347848682e-06,1.09974148104427e-05,4.67923858194946
"1428853_at",-1.09900683494639,6.88005807084344,-6.39504891745668,2.44693217865767e-06,1.10138837404196e-05,4.6755274574994
"1421173_at",-1.22107041217802,7.13706183295944,-6.39244055445369,2.46111366399922e-06,1.10335265046155e-05,4.66972593188218
"1415869_a_at",-0.85181049401103,8.9165854757724,-6.39226501164347,2.46207109990687e-06,1.10335265046155e-05,4.66933545954886
"1434836_at",-0.8153155486988,8.03499900737939,-6.38503484898769,2.50183914860903e-06,1.11872632671426e-05,4.65324964337428
"1453271_at",-0.858010014349811,7.38232956400252,-6.38365959517643,2.50947771226404e-06,1.11969724503633e-05,4.65018923175455
"1433471_at",-2.32818717356471,9.5167108597693,-6.37789936561565,2.54173250390846e-06,1.13162351478359e-05,4.6373682522156
"1452970_at",-1.02005157044587,8.40481139089367,-6.36827710873282,2.59656438935109e-06,1.15352795431476e-05,4.61594230170861
"1456739_x_at",-1.21465694436803,6.02096790342355,-6.36556154020818,2.61225730200778e-06,1.15798765249176e-05,4.60989349882216
"1435959_at",-1.17367526318875,7.60466506434452,-6.36398882038135,2.62139028139495e-06,1.15952641388701e-05,4.60638993089701
"1434648_a_at",-1.07876034534872,9.47490807795537,-6.35561904199648,2.67054835921393e-06,1.17872479303236e-05,4.58773944617092
"1418191_at",2.87849853204658,8.17158511055961,6.3454432227206,2.73158935035715e-06,1.20307419129708e-05,4.56505316306674
"1417743_at",-1.07813098597251,8.32060948653145,-6.3372911352447,2.78152170509013e-06,1.22012721809787e-05,4.5468696625469
"1451426_at",1.83060060517575,7.03729266574062,6.3371776004453,2.78222368579935e-06,1.22012721809787e-05,4.54661636305716
"1448618_at",1.12718284288129,6.5564912689895,6.33160047414836,2.81693136173011e-06,1.23270842496223e-05,4.5341717253108
"1440162_x_at",-1.28654732666943,6.25175967164583,-6.3241043263455,2.86428202929684e-06,1.25075684349679e-05,4.51743916454994
"1430526_a_at",-1.10953879070034,6.12846740911048,-6.31242810269402,2.93966808961572e-06,1.28094473351766e-05,4.4913626357901
"1417688_at",1.75744560961252,7.43604460818262,6.30932727162185,2.96002792681295e-06,1.28707796053353e-05,4.48443480839371
"1439323_a_at",-1.08342921584827,7.96304701685613,-6.30779739544495,2.97012617682141e-06,1.28826253777459e-05,4.48101636086752
"1436040_at",-1.2632814358009,6.78754740753063,-6.30701066143939,2.97533291195011e-06,1.28826253777459e-05,4.47925832633746
"1426002_a_at",-1.08102881072458,5.41514700994777,-6.3016558948562,3.01102108106243e-06,1.30096438270377e-05,4.46729061423569
"1455816_a_at",-1.1734936459243,6.04767967182871,-6.2969627789229,3.04266021934743e-06,1.31186697457338e-05,4.45679886055628
"1427162_a_at",-1.00884697313374,9.29113551383256,-6.28821916983617,3.10251808559009e-06,1.33440591641092e-05,4.43724499332103
"1423986_a_at",-1.08172727591025,11.6054164793294,-6.28743184765656,3.10796690492192e-06,1.33440591641092e-05,4.43548381111494
"1428029_a_at",-0.805005567256323,8.66375491344582,-6.28608027682898,3.11734359912305e-06,1.33563173451967e-05,4.43246027441924
"1433441_at",1.36128741150318,8.95002942418006,6.28273658899293,3.14066564492697e-06,1.34281487282055e-05,4.42497933390218
"1428090_at",-0.787295177429534,7.10304077582051,-6.28130313354732,3.15071861066457e-06,1.34430660721688e-05,4.42177181204274
"1451234_at",-1.05133109860826,8.03030409113886,-6.27866222162857,3.16932602065755e-06,1.34689586848071e-05,4.41586182982214
"1456261_at",-1.02574440909253,4.59545293279855,-6.27825447429643,3.1722089581805e-06,1.34689586848071e-05,4.41494927616119
"1418204_s_at",2.67822683955748,7.2277281796478,6.27764585922455,3.1765171117001e-06,1.34689586848071e-05,4.4135871364341
"1434260_at",-1.60200389374103,8.0178998527734,-6.27658083265037,3.18407046010443e-06,1.3473091533665e-05,4.41120339789468
"1452367_at",1.16850573687177,5.87094144138476,6.27473080858442,3.19723492842309e-06,1.3500901306001e-05,4.40706236183999
"1433648_at",-0.959325865830316,8.80877286117058,-6.27265693909389,3.21205857066224e-06,1.35355883800746e-05,4.40241979597739
"1436217_at",-0.990899599140377,6.35913860135597,-6.26901490404341,3.23826185247426e-06,1.36179882420273e-05,4.39426550323516
"1435698_at",-1.18515817347887,7.75484182115687,-6.25902385524452,3.31127475944371e-06,1.3896497351108e-05,4.37188811993159
"1437249_at",-1.43691012135776,8.25667639122355,-6.2565617374236,3.32952518937889e-06,1.39445144945766e-05,4.36637180124233
"1429274_at",-1.09089025617725,5.1753038901938,-6.25213459301756,3.36260108124344e-06,1.40473607787058e-05,4.35645109037954
"1455019_x_at",1.57806131351932,8.67844842421906,6.2505923208504,3.37420255194122e-06,1.40473607787058e-05,4.35299449806902
"1436885_a_at",-0.874780120034491,5.44981981969485,-6.25053176121194,3.37465893707191e-06,1.40473607787058e-05,4.35285876406248
"1427903_at",-0.875129396721165,7.8097887845321,-6.24884468718873,3.38739839727107e-06,1.40717888795358e-05,4.34907730474442
"1428346_at",1.21552503219483,9.13222135003073,6.24167292738802,3.44210627260535e-06,1.42701085957404e-05,4.33299857229341
"1426397_at",-1.27032200768147,9.68401626907796,-6.24018835971971,3.45354353634286e-06,1.42886003281418e-05,4.32966949072746
"1435090_at",-1.10447224202197,5.35851172232468,-6.23507839507966,3.49320976258302e-06,1.44235757938912e-05,4.31820863185992
"1417444_at",-1.0109548006436,4.96167073286271,-6.23024035642476,3.53119534510391e-06,1.45510826293216e-05,4.30735484342062
"1442219_at",-1.75364554157226,6.32350634000694,-6.22621447725936,3.56312675877821e-06,1.46347603287338e-05,4.29832098940896
"1417314_at",3.63111248168855,7.36778727366215,6.22587991183624,3.56579365431552e-06,1.46347603287338e-05,4.29757015755895
"1435149_at",-1.25031507651736,7.92750157642727,-6.22241552303586,3.59352958216923e-06,1.47190971685652e-05,4.28979460655294
"1429520_a_at",1.0504024723606,5.73529499548202,6.22129779680571,3.6025251854149e-06,1.47264901791012e-05,4.28728565816427
"1425684_at",-1.03459123897531,5.28825763396415,-6.21420160934,3.66017688693116e-06,1.49215856788927e-05,4.27135352251164
"1431055_a_at",1.10906357190609,8.78142249124287,6.21363472070003,3.66482304515772e-06,1.49215856788927e-05,4.27008050903062
"1448485_at",2.32449628254177,6.65330706498482,6.20558370173553,3.73146434630321e-06,1.51479492559374e-05,4.25199698650233
"1420374_at",-0.842244559590027,7.19616087897874,-6.20513531542641,3.73521209680097e-06,1.51479492559374e-05,4.25098963734733
"1437253_at",-0.963974901260502,7.5382141716446,-6.20412373089037,3.74368139873965e-06,1.51522915111044e-05,4.24871691567687
"1434705_at",1.4027538849319,7.21683042215456,6.20003823664827,3.7780870647978e-06,1.5261385224272e-05,4.23953684857816
"1416435_at",1.02824538625859,7.15608066678068,6.19836151187651,3.79230104895491e-06,1.52886467485426e-05,4.23576870339096
"1424302_at",1.49148050514353,8.80721085819168,6.19698643224628,3.80399878984947e-06,1.5305676859748e-05,4.23267820956354
"1423645_a_at",-0.9711004604387,9.11436927945165,-6.19261444463903,3.8414372367032e-06,1.53688396600069e-05,4.2228507044524
"1455110_at",-1.07721410893355,8.19949595659942,-6.19207997758325,3.8460398302109e-06,1.53688396600069e-05,4.22164915908498
"1427064_a_at",-0.83430842774571,7.12608797224317,-6.1918347471347,3.84815353609141e-06,1.53688396600069e-05,4.22109784087055
"1448570_at",-0.861425706796084,9.08894283914414,-6.19165376506706,3.84971423124196e-06,1.53688396600069e-05,4.22069095907642
"1424936_a_at",-1.48857220671365,7.7595630197651,-6.17564527708587,3.99035988670649e-06,1.58993327781613e-05,4.18468588847851
"1435445_at",-0.863511368525049,6.70658625539103,-6.17408220461852,4.00437160015416e-06,1.59223319958962e-05,4.18116876092895
"1449305_at",2.27184983277691,8.09493983421413,6.17287508677505,4.01522693436274e-06,1.59223319958962e-05,4.17845238760101
"1427164_at",1.99694651156927,6.41076188206167,6.17240573055706,4.0194558798234e-06,1.59223319958962e-05,4.17739615155135
"1428357_at",-2.1741482469504,6.7773133301817,-6.17132576356758,4.02920381869887e-06,1.59301340167863e-05,4.17496570488113
"1431820_at",-0.758883225762704,5.78582251370475,-6.16986586012867,4.04241961535803e-06,1.59515903126267e-05,4.17168000462333
"1429072_at",-1.03180178402927,6.4387143067317,-6.1625199345738,4.10959550704413e-06,1.61806584161796e-05,4.15514333762905
"1425396_a_at",-1.55912928932282,9.87272909304072,-6.16179667115128,4.11627101310038e-06,1.61806584161796e-05,4.15351483921796
"1428968_at",-0.917729348065501,6.77511389991516,-6.15929944911328,4.13940510338136e-06,1.62404246201629e-05,4.14789163796945
"1419768_at",-1.81068993003782,9.56792996985018,-6.15515816065537,4.17806358597366e-06,1.63593187698071e-05,4.13856478059077
"1448212_at",-0.773280138421396,7.16731866154699,-6.15434634027195,4.1856850758686e-06,1.63593187698071e-05,4.13673619828648
"1416329_at",1.51644644416631,8.38890650082263,6.15097353454683,4.21750221793442e-06,1.64522753187232e-05,4.12913832468382
"1422046_at",1.57299471889116,8.52192894144794,6.14575687510222,4.26720173548503e-06,1.66145040955767e-05,4.11738426461026
"1420994_at",-1.77155496282072,8.11513593181428,-6.14141645916003,4.30901004503153e-06,1.67454508011852e-05,4.10760216769183
"1417585_at",-0.983575541869993,9.40166009193428,-6.13399899739376,4.38143078125901e-06,1.69784164920487e-05,4.09088028807087
"1416863_at",-1.2696071770738,5.9071526559351,-6.13358207291621,4.38553824428407e-06,1.69784164920487e-05,4.08994019011407
"1421052_a_at",-0.847336824942196,7.97053361996402,-6.12738881440999,4.44701942033178e-06,1.71797543660614e-05,4.07597305546768
"1425484_at",-0.837050501350167,5.62118960854871,-6.12665911760893,4.45432107830988e-06,1.71797543660614e-05,4.07432714461774
"1426242_at",-0.896227268376769,9.61933970907923,-6.11773522195301,4.54461668517498e-06,1.74950657354104e-05,4.05419343533033
"1418751_at",-0.981643423474972,6.21093640382748,-6.1089919983386,4.63490200042333e-06,1.78091544031276e-05,4.03445860275218
"1424339_at",1.81879382160507,7.76417685434534,6.10408044036144,4.68642363638742e-06,1.79734000137106e-05,4.0233686535463
"1436491_at",-1.16090591946809,8.22498238160298,-6.09966129064753,4.73328090535523e-06,1.81191762507804e-05,4.01338820175496
"1438429_at",-0.928883301682045,6.26893406791687,-6.09656654149601,4.76638051036232e-06,1.82118419500411e-05,4.00639753957441
"1416530_a_at",1.29390366369256,8.85879691964983,6.09560515738374,4.7767110610702e-06,1.82166294467158e-05,4.00422567026863
"1455530_at",-2.28305381657001,9.88710151950845,-6.09479604213007,4.78542316520171e-06,1.82166294467158e-05,4.00239771198748
"1418850_at",-1.15879892233843,8.89460374317077,-6.09176862822946,4.81816520027325e-06,1.83072399446375e-05,3.99555750644568
"1428539_at",-0.895372423097429,8.87982212104064,-6.08994306004187,4.83801978210303e-06,1.83486379884204e-05,3.99143227975841
"1417321_at",-1.0446586002579,7.86606526003518,-6.08579000895664,4.88350021317394e-06,1.84868917496862e-05,3.98204625863111
"1439352_at",-1.59929859703781,5.9837704806661,-6.08358775254617,4.90779461737505e-06,1.85331165749548e-05,3.97706830753364
"1421923_at",-1.28259066757263,8.70694578954168,-6.08304421462017,4.91380971689475e-06,1.85331165749548e-05,3.97583961799243
"1425738_at",-1.5839736745485,8.4857277094098,-6.08202344193513,4.92512656515638e-06,1.8541652951177e-05,3.97353203045342
"1429461_at",-1.02661559023819,5.88768433937427,-6.07788194653681,4.97131579341977e-06,1.86812013668325e-05,3.96416845207736
"1437025_at",-1.32284897271582,8.34546645257292,-6.0731463191908,5.02467487165868e-06,1.88470771874245e-05,3.95345923932873
"1425025_at",1.85846326672957,7.40719809714967,6.07233607633667,5.03386290113341e-06,1.88470771874245e-05,3.95162669394557
"1453864_at",-0.986086797620851,6.86661572407851,-6.06979899331088,5.0627443923941e-06,1.88986083735172e-05,3.94588803931847
"1437878_s_at",-1.02847446074016,7.70944297520038,-6.06950675503296,5.06608202981491e-06,1.88986083735172e-05,3.94522697636274
"1434581_at",-1.01035602178916,6.61508377153527,-6.06537901113094,5.11346600132977e-06,1.90394801374627e-05,3.93588872025637
"1448148_at",1.34302466526337,9.25008449961778,6.06460182257924,5.12243825963963e-06,1.90394801374627e-05,3.93413026265461
"1451068_s_at",-0.855251090346531,12.2465837483271,-6.06224691385975,5.14972300073615e-06,1.91062186693979e-05,3.92880166338603
"1425062_at",-1.19355623471637,8.2354714738287,-6.06024434125973,5.17304244311092e-06,1.91580306030581e-05,3.92426983144698
"1418397_at",-0.907248157042012,7.5876448626433,-6.0589248733924,5.18846633158494e-06,1.9180467594018e-05,3.92128362517852
"1433726_at",-0.92324539511832,8.48343999239763,-6.05214452820783,5.26847044085205e-06,1.94411305637207e-05,3.90593536560165
"1440967_at",-1.19124445584519,5.03180442473336,-6.04781212314565,5.32025017048309e-06,1.95723278974843e-05,3.8961256896088
"1426476_at",-0.915125641327236,8.16289569635931,-6.04757176979716,5.32313800727478e-06,1.95723278974843e-05,3.89558140709117
"1448240_at",-0.837424654441639,8.24472362394905,-6.04657010434274,5.33519026096653e-06,1.95814868359488e-05,3.89331305693704
"1455553_at",-0.823602380632638,7.45744610206235,-6.0442369202225,5.36337200674303e-06,1.96497063860639e-05,3.88802894737358
"1448291_at",2.07940548367844,9.75787599178888,6.04182074972138,5.39271667150546e-06,1.96938148315978e-05,3.88255625846462
"1434655_at",-0.955955311374401,7.4648115388122,-6.04146728124578,5.3970233384555e-06,1.96938148315978e-05,3.8817555890621
"1449027_at",1.75568956545655,6.42778440270512,6.04087400541487,5.40425973406152e-06,1.96938148315978e-05,3.88041168200636
"1417392_a_at",1.44132295948976,7.09115552431103,6.03515894312786,5.47447882692354e-06,1.9914267562237e-05,3.86746375214619
"1433530_at",-0.950831367724016,6.27590441033592,-6.0305303926898,5.53203201122426e-06,2.00879460265732e-05,3.85697476067726
"1421410_a_at",1.5085765847877,5.82692922238663,6.01955723923608,5.67096262690392e-06,2.05559848847774e-05,3.83209852338179
"1419574_at",-1.05232616797462,6.76390376931293,-6.01272567744792,5.75925453460294e-06,2.08391400828036e-05,3.81660463508344
"1452732_at",2.29521796785671,8.28012567774958,6.01036581174624,5.79007942308537e-06,2.08985399370867e-05,3.81125130424845
"1416393_at",-0.912403775966467,9.58866351298254,-6.0099079622114,5.79607943567638e-06,2.08985399370867e-05,3.81021260676327
"1460329_at",1.18764129311764,6.5560771063441,6.00763978476218,5.82589730485457e-06,2.0969134763343e-05,3.8050665821417
"1421223_a_at",1.67179446411685,7.2870671899695,6.00632471439657,5.84325726707269e-06,2.09947208473068e-05,3.80208270249459
"1419603_at",1.59343802935548,4.75620687884454,6.00373453827699,5.87760452558818e-06,2.1028764220888e-05,3.79620507010296
"1455080_at",-0.995562283105704,8.66983690589413,-6.00275171335565,5.89069134376564e-06,2.1028764220888e-05,3.79397465034873
"1455696_a_at",-1.15050402130836,7.58460245862225,-6.00250790326192,5.89394241140791e-06,2.1028764220888e-05,3.79342133218261
"1452821_at",-0.874368286172456,6.26671731915613,-6.00232779756134,5.89634519603116e-06,2.1028764220888e-05,3.7930125846624
"1454852_at",-0.916534202102531,8.41777963704573,-6.00125200464789,5.91071819556908e-06,2.1028764220888e-05,3.79057101310893
"1457675_at",-0.749883157964595,6.67641282999469,-6.00098134590424,5.91433993712474e-06,2.1028764220888e-05,3.7899567182423
"1421205_at",-0.974755970550546,6.8226908403961,-5.99551554040053,5.98796676098866e-06,2.12393940231456e-05,3.77754966079684
"1423518_at",-0.875461984693858,9.3842229674061,-5.99504703731207,5.99432116473543e-06,2.12393940231456e-05,3.7764860349536
"1417244_a_at",1.98681114826602,10.2199617066724,5.99366501939269,6.01310596536197e-06,2.12621144432766e-05,3.77334834988543
"1434625_at",-0.979348005538932,6.8418850893234,-5.99296781343824,6.02260543361503e-06,2.12621144432766e-05,3.77176535908717
"1419212_at",-1.08514033356034,7.83856318546436,-5.99228826069648,6.03187914626159e-06,2.12621144432766e-05,3.77022239866496
"1434609_at",-0.901817370096872,7.44557024414885,-5.99070238238197,6.0535781440629e-06,2.13019382114103e-05,3.76662138290006
"1433520_at",-0.860187310185548,7.54214852977671,-5.98113898422324,6.18613370774849e-06,2.1731049457065e-05,3.74490021894637
"1422886_a_at",-0.991162596782168,7.89326186803795,-5.97404983260113,6.28630729623339e-06,2.20451324361061e-05,3.72879237221466
"1427739_a_at",-0.832874011179947,7.37234802395943,-5.97073366138535,6.33373456567169e-06,2.21734844281976e-05,3.72125556200833
"1417062_at",-1.05265958774915,7.16774591273399,-5.96810890901224,6.37153259761303e-06,2.22394904885325e-05,3.7152893293128
"1454708_at",-1.58620762719716,9.54889325228208,-5.96791687185757,6.3743070882659e-06,2.22394904885325e-05,3.71485278723252
"1417780_at",-0.74949108899089,5.94304977340557,-5.96426024529578,6.42737320394937e-06,2.23812161396848e-05,3.70653972464204
"1449628_s_at",-1.02771506231575,8.82251830263328,-5.96361490992248,6.43678530579801e-06,2.23812161396848e-05,3.70507245431169
"1417138_s_at",-0.921879566964943,8.04441532739016,-5.95989417498126,6.49132710133495e-06,2.25326066161593e-05,3.6966119114186
"1420549_at",3.47922106215916,8.89206214629352,5.95066177126535,6.62871402690176e-06,2.29705690813787e-05,3.6756120200252
"1450424_a_at",2.86414063555588,7.23570215305105,5.9442124927052,6.7264460124931e-06,2.32698672864626e-05,3.66093716954595
"1426218_at",-1.16844135993598,7.24062966913405,-5.94205386962288,6.75948569812589e-06,2.33447330687383e-05,3.65602439166377
"1438000_x_at",-0.856742609068501,9.5716102615084,-5.9371443930158,6.83524886807684e-06,2.35666492959956e-05,3.6448491368269
"1434236_at",-1.1238975289469,6.02145567511061,-5.93522328676652,6.86513123813861e-06,2.362989710203e-05,3.64047549669753
"1418293_at",1.35885345612885,9.12112451484652,5.93443607354859,6.87741470360973e-06,2.36324585788469e-05,3.63868319327528
"1452067_at",1.23652354349453,8.39753218157556,5.93156564116505,6.92239480633762e-06,2.37471768230812e-05,3.63214732062463
"1418927_a_at",-0.926808478642307,5.76213935146291,-5.92716900699427,6.99187457090536e-06,2.39454165906591e-05,3.62213464319151
"1416958_at",-1.28429284932248,7.62355875080408,-5.92616076151322,7.00790805029057e-06,2.3960259911511e-05,3.61983822553475
"1428837_at",-1.27105664257402,5.21949129012083,-5.92464025641544,7.03215877289155e-06,2.40031019448031e-05,3.61637486231651
"1452857_at",-1.01811648724345,6.14827462805397,-5.92310082278161,7.05679878497654e-06,2.40471279727653e-05,3.61286813457166
"1438018_at",-1.12680398396718,6.29357617409766,-5.92084500498064,7.0930646742829e-06,2.41305588919126e-05,3.60772907777764
"1419665_a_at",1.63923447251581,7.20956461058028,5.91632208334399,7.1663528776176e-06,2.43394538861705e-05,3.59742363107556
"1424237_at",-0.839656786323396,7.51998016280567,-5.91320727708653,7.2172740051282e-06,2.44613440354267e-05,3.59032530888984
"1419091_a_at",1.33484075825606,10.8808572398581,5.91106564873734,7.25249995104471e-06,2.44613440354267e-05,3.58544416475199
"1428637_at",-1.19095221921553,8.18736796562248,-5.91101700768335,7.25330204685527e-06,2.44613440354267e-05,3.5853332976975
"1436312_at",-1.05651327760566,10.1259248560016,-5.91080015668712,7.25687904457285e-06,2.44613440354267e-05,3.58483902841544
"1458218_s_at",-1.69474176384769,6.98770008107742,-5.91049222638578,7.26196151051731e-06,2.44613440354267e-05,3.58413715321669
"1416119_at",1.26914259624589,11.2022456639106,5.90848974739553,7.29510179814531e-06,2.45326247661767e-05,3.57957259622853
"1452373_at",-0.814308725454605,8.33292743689856,-5.90652035111819,7.32784535109513e-06,2.46023398017096e-05,3.57508303778903
"1451965_at",-1.57537813972974,8.39407888655707,-5.90485141709729,7.35571092362406e-06,2.46554762219019e-05,3.5712781122847
"1455141_at",-1.38674375731457,7.70136552645265,-5.90316544069537,7.3839710180183e-06,2.47097592236952e-05,3.56743403519414
"1437540_at",-0.907570887391688,5.21428638251871,-5.89948199569924,7.44609906542576e-06,2.48450014647618e-05,3.55903463031114
"1435174_at",-1.11940604103215,7.81556297139776,-5.89933155197665,7.44864790007996e-06,2.48450014647618e-05,3.558691541361
"1429220_at",-0.845663707947468,6.25859737070042,-5.89588780226409,7.50723674208865e-06,2.49997086956058e-05,3.55083737424074
"1417665_a_at",-0.872661069752752,8.61778628724392,-5.89369487117039,7.54479051938652e-06,2.50839788696487e-05,3.54583530393076
"1429031_at",-1.05914656390472,6.03770666485186,-5.89199617462876,7.57401248089882e-06,2.5140320195917e-05,3.54196023527651
"1458802_at",-1.30964863439504,5.65943913199423,-5.8884149624274,7.63599810824228e-06,2.53050552195472e-05,3.53378978057585
"1435464_at",-1.13624395399268,7.25165292958784,-5.88575780002058,7.68232458534534e-06,2.54174487088647e-05,3.52772665851185
"1455103_at",-0.874634023748873,7.51676084652864,-5.88256730328902,7.73832917641893e-06,2.55614486343645e-05,3.52044559885505
"1434378_a_at",-0.807082129024689,6.81811168528456,-5.87484613512055,7.87559615082952e-06,2.59347659363639e-05,3.50282066725647
"1439141_at",-1.27921179169176,8.96427588798234,-5.87478615971951,7.87667207637615e-06,2.59347659363639e-05,3.50268373852824
"1451363_a_at",-0.895078052746447,7.50241870512345,-5.87282009546571,7.91202546524348e-06,2.60093549804473e-05,3.49819484672974
"1423467_at",-1.58014656488946,11.0786122267452,-5.8685005019901,7.99027009695771e-06,2.62244762156561e-05,3.48833099931598
"1433598_at",-1.06054757066813,6.55757853769182,-5.8661855283119,8.03252820520313e-06,2.63095682295471e-05,3.48304393100978
"1447854_s_at",-0.92269219312965,6.01583168291657,-5.8656743833274,8.0418895076643e-06,2.63095682295471e-05,3.48187647427909
"1426897_at",-0.832201406345662,8.20816530893441,-5.85706088734824,8.20132770039358e-06,2.67883877677928e-05,3.46219915965002
"1436699_x_at",-0.955995313288486,10.989399536839,-5.85077789577652,8.31966164417892e-06,2.71120310664278e-05,3.44784099558669
"1456377_x_at",-1.09530522655087,12.1255559592332,-5.85039714868485,8.32688844764799e-06,2.71120310664278e-05,3.44697076526713
"1455899_x_at",1.39009381324509,9.59590235189918,5.84525743321785,8.42507321515972e-06,2.73881745153129e-05,3.43522204418576
"1423803_s_at",-1.02447781259946,10.51264399961,-5.84073387593613,8.51246565815644e-06,2.76284146876456e-05,3.42487953751907
"1437985_a_at",-0.770078429072186,7.11631405104039,-5.8361511164984,8.60194634754687e-06,2.7874661581924e-05,3.41439953599616
"1417391_a_at",-1.10536889724368,9.47283009181451,-5.83462306390405,8.63199546116672e-06,2.79278462945805e-05,3.410904658786
"1433668_at",-0.897063483994401,10.5199749031699,-5.83134825341877,8.69675617091278e-06,2.8063101372393e-05,3.40341389061309
"1426863_at",-1.09633101141237,6.78227468461934,-5.83112416312253,8.70120574778786e-06,2.8063101372393e-05,3.4029012687437
"1435798_a_at",-1.0324745034873,7.35399904000722,-5.8250831301371,8.8220379041635e-06,2.84080717417089e-05,3.38908006440893
"1419033_at",-1.22156170849995,9.10034845832435,-5.82255017606517,8.87321047693241e-06,2.85279985192427e-05,3.38328384509224
"1448224_at",-1.0818605776848,6.97252488493624,-5.81621908358639,9.00244580951964e-06,2.88981332568906e-05,3.36879340539574
"1416799_at",-1.1409180405896,7.46438245412451,-5.81200641987616,9.08950171045413e-06,2.91319241048671e-05,3.35914931934292
"1427256_at",2.55567300495773,6.8802401978357,5.81067949076561,9.11710076068854e-06,2.91747224342033e-05,3.35611119763842
"1421217_a_at",1.12903612182398,9.70882660289828,5.80606742889285,9.21369534740133e-06,2.94378285046458e-05,3.34555008998375
