"","GSM944836_inf_lin","GSM944850_inf_lin","GSM944857_inf_lin","GSM944864_inf_lin","GSM944854_uni_lin","GSM944847_uni_lin","GSM944840_uni_lin","GSM944861_uni_lin","GSM944835_inf_unt","GSM944849_inf_unt","GSM944863_inf_unt","GSM944856_inf_unt","GSM944845_uni_unt","GSM944852_uni_unt","GSM944859_uni_unt","GSM944838_uni_unt","GSM944865_inf_van","GSM944837_inf_van","GSM944851_inf_van","GSM944858_inf_van","GSM944841_uni_van","GSM944855_uni_van","GSM944862_uni_van","GSM944848_uni_van"
"H2-Ea",7.3698098496343,7.76224534881161,7.29016037789861,7.7758893778358,8.7383765978067,9.29914826243752,8.60437826148249,8.97594771350195,7.06688658127983,7.07573601255117,7.29434594202638,7.32278660640547,9.04144633821795,8.7346007555176,9.5187643311344,8.70137317600355,7.3876646361352,7.87319222901887,7.59444195093632,6.44902892763887,9.43660915956877,9.44596472821153,9.17745559005637,9.40583665111457
"Gdap10",7.53229928408678,7.69659636551675,7.99248305300703,8.01726952903225,6.74953129798594,6.69957411209229,6.3365901066333,6.73931802418504,7.99570191245615,7.65335708580313,8.80258678535708,6.99152260011179,6.94762357156717,6.61711648314579,6.91102961010208,6.60950405545008,6.90744736321797,7.15246748404742,7.60902615971761,6.67238203247779,6.99227187504956,7.03730315753497,6.78539604962835,6.50421452432225
"4833423F13Rik",5.69863696279871,5.97742642142888,5.38103047535799,6.12242921293878,6.80821227922584,7.00533369836949,6.38986743390782,6.67103531544032,5.57162689946974,5.45694767999701,5.84911891468392,6.25485530065009,7.36216103722608,6.56944463424101,7.48722628114528,6.48214070239442,5.66448978313478,6.02001591722484,5.8513979166084,5.70233716481912,7.42576061008698,7.62303663351348,7.1036082291035,6.52255382019497
"Gbp6",8.04158655603058,8.0754613163344,8.08911270698353,8.45366227328762,6.89178005308883,6.28169434045309,6.12682764827854,6.38284822314925,8.18283947330687,7.71696953089339,8.03508371270405,6.21144767574961,6.15023788322332,6.43860804848935,6.21849519542923,6.53713594631,6.37434195876747,7.78020055801304,7.05907600644151,5.67888904879875,6.5756924215152,6.3435556383695,6.47974387450985,7.90724790711508
"Emilin1",6.78153620282039,7.39789715225091,7.63329355992609,6.68729171133825,5.99811779897288,6.18907413279175,6.14122491634129,6.08611206974715,6.39163769189994,7.19817312672246,7.19991164844071,7.62199125564993,5.87789291039626,6.10580348121485,5.97985631226396,5.88117158168831,6.74154709716705,7.3418111074727,6.82354717794955,6.88503285583639,6.08047813767454,6.43745988284066,6.16611384274582,6.40219987816049
"Plekhg2",6.36102129367783,6.40444533102819,6.39327446020449,6.68588674279798,7.5170163449462,7.7039413028136,7.6063523631976,7.54224836556878,6.95430869439804,6.38377957117928,6.72595120887556,6.56513330983119,7.56290706351794,7.5275355272828,7.83579185696033,7.4573868578336,6.65424373177687,6.43227225559828,6.52161194488912,6.98956879969718,7.69625917566562,7.95413059207309,7.39893663937325,7.32607670584057
"Prkd2",5.80533703099652,6.20188711995278,6.55210670757769,6.1258113190975,8.03457373422916,8.06766235043079,7.40967388263482,7.88518507138972,5.88669527870236,5.91319865256229,6.79235504146887,5.71057862129051,7.82499789160818,7.80977281179779,8.10832738241671,7.41120860789273,5.90608405270442,5.91908809476322,5.95577441032883,6.58170207714725,8.16453623322349,8.03047789383099,7.73117972415039,7.88722505376963
"Numa1",7.70939215195142,7.28677735196391,7.47850541607174,7.58085167482444,8.37268463235307,8.44261043409037,8.07884781502539,8.34897131679665,7.73704982295365,7.26640973806785,7.74785038319745,7.08816856342293,8.49752213450199,8.34112148904414,8.5784728261369,8.35004647926815,7.47090866842258,7.51599908024517,7.41955021901305,7.75278361634714,8.78953136992982,8.75470975140052,8.44915165186568,8.3386965706884
"Psip1",5.45065698831699,5.41778961680968,5.49477533016594,5.79263725052133,7.14789017020524,7.25370005465848,6.60709081946306,6.96275242498801,6.06007650958844,5.29063761204974,6.03374495081891,5.16310912199117,6.62919344047943,6.7520056479266,6.80757975332029,6.65393260760792,5.28366717460133,5.64939589847235,5.22108324881595,5.71873911670798,7.34989313858805,7.03966752528898,6.53674330764343,6.92857606552682
"Ints4",6.239882669829,6.26863679114417,6.19409902178122,6.17598338349823,7.11178251408288,7.21207489161064,7.04281777348733,7.18956782355075,6.21509089629242,6.07373905512758,6.54424564920567,6.0925536908593,7.2819287923331,6.89890493991325,7.37450816567264,6.97130078101155,6.20637686607071,6.38180878648383,6.28791119706914,6.25326096006336,7.57238995531117,7.56245266074786,7.07465712622182,7.22078841567764
"Sf3b3",5.60257824721725,5.81118761588975,6.16097152534975,5.89877776359899,6.85905037369701,6.74554993612455,6.5570414239612,7.02544140909237,6.46746468477845,5.48472356205473,5.7819504283106,5.60302940163474,6.93254947449673,6.87201623926938,6.70015115123136,6.11802884647394,5.62216655300154,5.69917030161411,6.04710734589786,6.03261049637721,7.16775956569292,6.9508589269676,6.82405593097548,6.72081094863624
"Arhgef18",7.84484512993907,8.16883521103193,8.06292404761448,8.17823610671618,9.73200668388922,9.84816762424484,9.51633324700946,9.75881432370991,7.97839818857851,7.72054665656552,8.3358843577308,7.67014088342803,9.77454980321058,9.76157452179148,9.89483857848666,9.587617137754,8.0722325678864,8.04097086883265,8.1104103634069,8.66947822823009,10.1204147630726,10.0184497194371,9.58550747306001,9.51062167681275
"Mtus1",7.28133796943339,7.62418780003672,8.0339061310013,7.64125226792545,5.61481671655747,6.19605405313084,6.33874447526986,6.3357105512627,5.66970187860774,8.03736541412624,9.01411786898279,6.8339853143214,6.03496881149661,6.13509908690234,5.94518816236293,5.67504130559631,8.11392849914671,7.4049195520407,7.70180754172037,7.21865135643621,6.13764808176817,6.67415165683533,5.07624990735554,6.45807696112849
"Ankrd10",7.23362665859952,7.55076090769558,7.17972132721886,7.51047085239836,9.01460374163129,8.98225105890877,8.41231165924589,8.92121635117973,7.69675003286581,6.98849471725599,7.15516124976867,6.70794430767409,9.04090684703485,8.97105348859181,9.03339920868309,8.58500204670916,7.32579487261178,7.3007527010283,7.24633030696516,7.611566171667,9.02662267705767,9.13950178332066,8.74299522800079,8.89225540207949
"Imp3",7.95936634812742,8.07555425121889,7.73623077014536,7.95677788618833,8.94982883567046,9.03163236945769,8.74487219346173,8.8639642335571,8.32333887242253,7.82260535847221,8.02278595539302,7.89809696260789,8.91477941039983,8.84948382228901,9.05527012802278,8.87772803092324,7.89909242931068,8.19077859183739,8.03989106071623,8.05204700958775,9.25529068764143,9.14646117276058,8.91075699142254,8.87617841495026
"Gm30054",6.94824925024219,6.49778308938774,6.90840136805381,6.87413976400524,7.56738933795142,7.75572701549383,7.34916896963465,7.29283233539033,6.69481536095383,6.8648644034502,6.39810422001691,6.54893706212192,7.99099494541102,7.51800311795013,7.9700485714108,7.22264615259807,6.73721360274766,6.473369510832,6.66141191176649,6.95721354624361,7.76377478806913,7.58787894119708,7.31351433228425,7.18805407247084
"Gm38448",4.88959424408076,4.96456401216748,4.25372018301494,4.88248235111838,6.45663354807049,6.23875698844909,5.774230080342,6.07669078483474,4.78646659444488,4.84616458501766,4.95875646797349,5.15368307712745,6.6456400927337,6.12115773361982,6.19178301133075,5.29234164570836,4.97822782125996,4.42751925809395,4.62487980184491,5.09723843617288,6.35283420098953,6.37690180493678,5.86088665931393,5.6489452117697
"Gm32819",5.62574322602067,5.86233799293301,5.7607489142724,5.84608725513348,6.6091895153085,6.60384329552693,6.27442241845297,6.48865481462376,5.81213822130779,5.85625360474238,5.71964045677526,5.82829241405369,7.29461652543956,6.4957909665234,7.18365767805672,6.34552004388945,5.83664114268385,6.09558156566754,6.00854664858431,5.96056166723614,7.00798756138722,7.07690461532953,6.96133295427822,6.41803328365257
